network,network_label,section_id,model,expert_type,run_id,pair_id,source,target,prompt_id,protocol,raw_score
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_001,Management Commitment,Resource Allocation,docx_llm_survey_v1,ordering_based,9
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_002,Safety Management System,Safety Behavior,docx_llm_survey_v1,ordering_based,8
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_003,Management Commitment,Safety Management System,docx_llm_survey_v1,ordering_based,9
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_004,Supporting Environment,Employee Participation,docx_llm_survey_v1,ordering_based,7
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_005,Management Commitment,Supporting Environment,docx_llm_survey_v1,ordering_based,8
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_006,Supporting Environment,Safety Knowledge,docx_llm_survey_v1,ordering_based,6
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_007,Management Commitment,Employee Participation,docx_llm_survey_v1,ordering_based,8
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_008,Supporting Environment,Safety Attitude,docx_llm_survey_v1,ordering_based,7
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_009,Management Commitment,Safety Knowledge,docx_llm_survey_v1,ordering_based,7
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_010,Supporting Environment,Motivation,docx_llm_survey_v1,ordering_based,6
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_011,Management Commitment,Safety Attitude,docx_llm_survey_v1,ordering_based,8
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_012,Supporting Environment,Work Pressure,docx_llm_survey_v1,ordering_based,-4
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_013,Management Commitment,Motivation,docx_llm_survey_v1,ordering_based,7
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_014,Supporting Environment,Safety Behavior,docx_llm_survey_v1,ordering_based,7
safety_behavior,Safety Behavior,2.7,ChatGPT 4.0,llm_simulated_expert,run_001,safety_behavior_pair_015,Management Commitment,Work Pressure,docx_llm_survey_v1,ordering_based,-4
